"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63462","business_scenario_2_3","GeneralSuite","Tue Jun 03 05:56:40 UTC 2025","passed","Tue Jun 03 05:57:44 UTC 2025","ui.tests.Scenario_2_3","testsMadeByBashlyk","ui.tests.Scenario_2_3","business_scenario_2_3"
